"len_mid","year","Abundance"
16,"Year 1",19.6010571325335
16,"Year 2",32.7170516530015
16,"Year 3",29.3588299562352
16,"Year 4",19.7606856059657
16,"Year 5",21.8699696879703
16,"Year 6",16.8272289681209
16,"Year 7",21.6032149372943
16,"Year 8",34.223057800925
16,"Year 9",31.195232211063
16,"Year 10",33.1672141272526
16,"Year 11",47.8808611552464
16,"Year 12",37.6656487947557
16,"Year 13",40.8805805561689
16,"Year 14",33.8275266532588
16,"Year 15",28.0719515098537
16,"Year 16",29.7952717565274
16,"Year 17",36.9283259595726
16,"Year 18",22.7835344840855
16,"Year 19",24.3466536060305
16,"Year 20",36.5227169110743
18,"Year 1",28.5851819495132
18,"Year 2",50.6799579612933
18,"Year 3",48.7695840538031
18,"Year 4",30.7681591886386
18,"Year 5",37.0811333203162
18,"Year 6",24.5694001947107
18,"Year 7",29.7382690827167
18,"Year 8",52.6843479282155
18,"Year 9",52.0700271361594
18,"Year 10",49.501717056238
18,"Year 11",81.4839646650174
18,"Year 12",58.3475417089541
18,"Year 13",69.6472240214151
18,"Year 14",54.9330078829714
18,"Year 15",47.97531671748
18,"Year 16",40.7330510907186
18,"Year 17",64.2594257732217
18,"Year 18",36.3389334504281
18,"Year 19",38.6366351802561
18,"Year 20",58.400123851433
20,"Year 1",37.1771118999366
20,"Year 2",63.769062789691
20,"Year 3",62.6653449157632
20,"Year 4",40.444759416467
20,"Year 5",47.6490932596575
20,"Year 6",32.6044573056651
20,"Year 7",37.09994448315
20,"Year 8",65.6927949658657
20,"Year 9",66.8112557090916
20,"Year 10",65.0576533433009
20,"Year 11",103.616913941749
20,"Year 12",78.1639168649906
20,"Year 13",89.2963604147039
20,"Year 14",73.7706149296086
20,"Year 15",62.4653094591876
20,"Year 16",53.975521395935
20,"Year 17",80.672022812502
20,"Year 18",50.08340870414
20,"Year 19",49.6214887100271
20,"Year 20",75.4389439739168
22,"Year 1",38.6850341047692
22,"Year 2",62.0945052009761
22,"Year 3",62.8153318337638
22,"Year 4",42.5436265066304
22,"Year 5",47.7699928706854
22,"Year 6",35.1128327000404
22,"Year 7",36.1562670914627
22,"Year 8",62.8167434556846
22,"Year 9",66.7188190202484
22,"Year 10",68.7301808781207
22,"Year 11",101.820284368883
22,"Year 12",84.8260536521215
22,"Year 13",89.1902725539739
22,"Year 14",80.0505402316691
22,"Year 15",64.1702999582945
22,"Year 16",58.5379347852286
22,"Year 17",77.1706368484619
22,"Year 18",56.5614596796297
22,"Year 19",50.2045682125467
22,"Year 20",76.8043694904291
24,"Year 1",35.4632590164085
24,"Year 2",51.4401959595499
24,"Year 3",54.3354347732894
24,"Year 4",39.6397079779231
24,"Year 5",41.5785993535842
24,"Year 6",33.8241473488801
24,"Year 7",30.0922127381441
24,"Year 8",50.2160388753031
24,"Year 9",57.2660820824898
24,"Year 10",64.3930624430853
24,"Year 11",85.7498599343132
24,"Year 12",82.3467382962113
24,"Year 13",77.3547672357649
24,"Year 14",77.8663464111955
24,"Year 15",58.2099204570968
24,"Year 16",57.1218038472443
24,"Year 17",62.1149814902849
24,"Year 18",57.5462251605493
24,"Year 19",44.609786167444
24,"Year 20",68.3593673573934
26,"Year 1",31.4772631012751
26,"Year 2",40.6166815530756
26,"Year 3",44.9531803706919
26,"Year 4",35.8878833774899
26,"Year 5",35.1330115993823
26,"Year 6",31.7644609043985
26,"Year 7",24.0734390129534
26,"Year 8",37.3348710297871
26,"Year 9",46.7205434652842
26,"Year 10",58.551446653715
26,"Year 11",69.437572847519
26,"Year 12",77.5714700253928
26,"Year 13",65.4232222459992
26,"Year 14",73.8414742273029
26,"Year 15",52.0415799959301
26,"Year 16",54.7176195598847
26,"Year 17",47.4304148842458
26,"Year 18",56.3547584355905
26,"Year 19",39.1365484781402
26,"Year 20",59.1308602052334
28,"Year 1",28.4110497532163
28,"Year 2",33.7446223881167
28,"Year 3",38.2132988556066
28,"Year 4",33.007829208145
28,"Year 5",31.1510947176193
28,"Year 6",30.130651139416
28,"Year 7",20.5113466045037
28,"Year 8",28.7460360376193
28,"Year 9",38.8969560433913
28,"Year 10",53.8581479133305
28,"Year 11",59.346313382056
28,"Year 12",73.1572366016325
28,"Year 13",58.6047649282481
28,"Year 14",70.5588533214749
28,"Year 15",48.8625947912927
28,"Year 16",53.2758495165947
28,"Year 17",38.8078868755353
28,"Year 18",54.0898439560235
28,"Year 19",36.5096893770626
28,"Year 20",53.1830985111338
30,"Year 1",25.7786140699694
30,"Year 2",30.0170023343244
30,"Year 3",33.4651219523004
30,"Year 4",30.4408882637508
30,"Year 5",28.9451818694151
30,"Year 6",28.4720492599259
30,"Year 7",18.8981761530994
30,"Year 8",23.8422202619771
30,"Year 9",33.1515541317382
30,"Year 10",49.4022201948122
30,"Year 11",54.0539746630719
30,"Year 12",68.1196157772472
30,"Year 13",55.4928881020818
30,"Year 14",67.0322424569148
30,"Year 15",47.6085225838659
30,"Year 16",51.982510118304
30,"Year 17",35.2467476927457
30,"Year 18",50.2319960151686
30,"Year 19",35.789935102414
30,"Year 20",49.620103265206
32,"Year 1",22.8153963487903
32,"Year 2",27.3082125279762
32,"Year 3",29.1964597365361
32,"Year 4",27.3776917894595
32,"Year 5",27.0277117622014
32,"Year 6",26.2450442689122
32,"Year 7",17.9167295512486
32,"Year 8",20.5731037992212
32,"Year 9",27.9486021779728
32,"Year 10",43.9504179715656
32,"Year 11",50.0765624366486
32,"Year 12",61.4686346002364
32,"Year 13",53.0266939619489
32,"Year 14",62.1550586094626
32,"Year 15",46.2940484524671
32,"Year 16",49.8158979497907
32,"Year 17",33.7398854268765
32,"Year 18",44.736737344473
32,"Year 19",35.1374950663528
32,"Year 20",46.5206893468554
34,"Year 1",19.4673577726046
34,"Year 2",24.4881162026748
34,"Year 3",24.934258887554
34,"Year 4",23.794382815507
34,"Year 5",24.7097391127713
34,"Year 6",23.5375236793532
34,"Year 7",16.8187372840529
34,"Year 8",17.8315418461273
34,"Year 9",22.8797013254787
34,"Year 10",37.5708525259675
34,"Year 11",45.5840277153177
34,"Year 12",53.767268486693
34,"Year 13",49.6356806420999
34,"Year 14",56.2388849759569
34,"Year 15",44.0297350931831
34,"Year 16",46.764519820689
34,"Year 17",32.4242230675557
34,"Year 18",38.6358257301112
34,"Year 19",33.5930322603276
34,"Year 20",43.1748461322005
36,"Year 1",16.1308593481872
36,"Year 2",21.4386913904949
36,"Year 3",20.9704734637558
36,"Year 4",20.1476120775685
36,"Year 5",22.0327239651351
36,"Year 6",20.7563799086877
36,"Year 7",15.4674925298011
36,"Year 8",15.4474869999133
36,"Year 9",18.3458227172815
36,"Year 10",31.1050865286674
36,"Year 11",40.4141088585441
36,"Year 12",46.2325935234662
36,"Year 13",45.233585240909
36,"Year 14",50.2410573324986
36,"Year 15",40.9038762884379
36,"Year 16",43.3535155791453
36,"Year 17",30.777654838978
36,"Year 18",33.1563469175676
36,"Year 19",31.1144770271868
36,"Year 20",39.7700430948596
38,"Year 1",13.1477906861109
38,"Year 2",18.3634512668984
38,"Year 3",17.5878112439284
38,"Year 4",16.8216302565529
38,"Year 5",19.2297304328775
38,"Year 6",18.1777964561758
38,"Year 7",13.9510001699943
38,"Year 8",13.4735753879139
38,"Year 9",14.7039950127794
38,"Year 10",25.2572578616924
38,"Year 11",34.9523327376415
38,"Year 12",39.6005757208197
38,"Year 13",40.2430253390421
38,"Year 14",44.7405384356029
38,"Year 15",37.270905947809
38,"Year 16",39.9374239341164
38,"Year 17",28.8185863746906
38,"Year 18",28.8862912678526
38,"Year 19",28.0384857029434
38,"Year 20",36.5114669395131
40,"Year 1",10.632648381781
40,"Year 2",15.4231577586413
40,"Year 3",14.7850461958806
40,"Year 4",13.9467236874461
40,"Year 5",16.4663501237928
40,"Year 6",15.841605067618
40,"Year 7",12.3639203478703
40,"Year 8",11.8494052476746
40,"Year 9",11.9581417194302
40,"Year 10",20.294590413653
40,"Year 11",29.5387883949044
40,"Year 12",33.9074361023402
40,"Year 13",35.0609450934888
40,"Year 14",39.7384954483491
40,"Year 15",33.404704539837
40,"Year 16",36.5385004735498
40,"Year 17",26.6301498577744
40,"Year 18",25.7054250348683
40,"Year 19",24.7392982776386
40,"Year 20",33.3390230142164
42,"Year 1",8.55350483303751
42,"Year 2",12.7045091098317
42,"Year 3",12.4048802234012
42,"Year 4",11.4951178042484
42,"Year 5",13.8386516056303
42,"Year 6",13.6781310628456
42,"Year 7",10.7734131252307
42,"Year 8",10.4349145653489
42,"Year 9",9.89541903322575
42,"Year 10",16.2010557113301
42,"Year 11",24.4057892603321
42,"Year 12",28.8704561688881
42,"Year 13",29.9750758474442
42,"Year 14",34.997021820753
42,"Year 15",29.4837359324186
42,"Year 16",33.0488112256667
42,"Year 17",24.2716444746189
42,"Year 18",23.1779532266461
42,"Year 19",21.5176779878898
42,"Year 20",30.0995857200943
44,"Year 1",6.84172780247009
44,"Year 2",10.2664817642473
44,"Year 3",10.3064279682389
44,"Year 4",9.40381651262042
44,"Year 5",11.4190039876691
44,"Year 6",11.6349980246262
44,"Year 7",9.23344807239581
44,"Year 8",9.11718949112192
44,"Year 9",8.28427645193775
44,"Year 10",12.8756884204956
44,"Year 11",19.7351227562297
44,"Year 12",24.2564990610916
44,"Year 13",25.1943315187832
44,"Year 14",30.3586981336468
44,"Year 15",25.6419491798011
44,"Year 16",29.4228993166934
44,"Year 17",21.8025194760681
44,"Year 18",20.9137735566016
44,"Year 19",18.5693284145316
44,"Year 20",26.7380474554649
46,"Year 1",5.43795092055016
46,"Year 2",8.15220284513549
46,"Year 3",8.42716504240934
46,"Year 4",7.6235442010793
46,"Year 5",9.26471245694774
46,"Year 6",9.71434695356563
46,"Year 7",7.78772816301895
46,"Year 8",7.85099622362052
46,"Year 9",6.96257469686178
46,"Year 10",10.2133700865588
46,"Year 11",15.6613606182789
46,"Year 12",19.9994098946272
46,"Year 13",20.8543058877767
46,"Year 14",25.8344679129586
46,"Year 15",21.9815593720638
46,"Year 16",25.7226746187315
46,"Year 17",19.2894891005919
46,"Year 18",18.70341444409
46,"Year 19",15.9759129828815
46,"Year 20",23.3321106168496
48,"Year 1",4.29348520576004
48,"Year 2",6.37787172988765
48,"Year 3",6.76116907936739
48,"Year 4",6.11745451781946
48,"Year 5",7.40618174786314
48,"Year 6",7.9506853439083
48,"Year 7",6.46524248708368
48,"Year 8",6.6414138149922
48,"Year 9",5.83668730191675
48,"Year 10",8.10865174341786
48,"Year 11",12.2465734534915
48,"Year 12",16.1450972222176
48,"Year 13",17.0153032779711
48,"Year 14",21.5378387435551
48,"Year 15",18.5686413386208
48,"Year 16",22.069074799969
48,"Year 17",16.7967171048631
48,"Year 18",16.4900544365853
48,"Year 19",13.724470302288
48,"Year 20",20.0231929744259
50,"Year 1",13.2883631986386
50,"Year 2",19.0232665276625
50,"Year 3",20.5789062318646
50,"Year 4",19.3183588649521
50,"Year 5",23.3143571039236
50,"Year 6",25.8047607835118
50,"Year 7",22.2321801085321
50,"Year 8",24.1092099030658
50,"Year 9",22.0195951439689
50,"Year 10",28.3263471984033
50,"Year 11",38.3261287406237
50,"Year 12",50.5441512820051
50,"Year 13",55.9155861426166
50,"Year 14",73.9867018250751
50,"Year 15",68.0032164857812
50,"Year 16",84.9450822017651
50,"Year 17",68.7684607824284
50,"Year 18",71.2936108859989
50,"Year 19",59.9349246894062
50,"Year 20",84.1610372665593
